internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
42394,Odocoileus virginianus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,CERVIDAE,Odocoileus,virginianus,,,,,"(Zimmermann, 1780)","A number of subspecies have been identified (Smith 1991): <br/><em>O. v. acapulcensis</em> (Caton, 1877). Type locality  Acapulco, Guerrero, México; <br/><em>O. v. borealis</em> (Miller, 1990).Type locality “Booksport”, Maine, USA; <br/><em>O. v. cariacou</em> (Boddaert, 1784). Type locality Guyane, coastal French Guiana; <br/><em>O. v. carminis</em> Goldman & Kellogg, 1940. Type locality “Botellas Cañón, Sierra del Carmen, northern Coahuila, Mexico; <br/><em>O. v. chiriquensis</em> (J.A. Allen, 1910). Type locality “Boquerón, Chiriqui”, Panamá; <br/><em>O. v. clavium</em> Barboyr & Allen, 1922. Type locality “Big Pine Key”, Florida, USA; <br/><em>O. v. couesi</em> (Coues & Yarrow, 1875). Type locality “Rancho Santuario”, northwestern Durango, México; <br/><em>O. v. curassavicus</em> (Hummelinck, 1940). Type locality Island of Curacao; <br/><em>O. v. dacotensis</em> Goldman & Kellogg, 1940. Type locality ”White Earth River”, Mountrail Country, North Dakota, USA; <br/><em>O. v. goudotti</em> (Gay & Gervais, 1846). Type locality “vits dans les regions elevees de la Nouvelle-Grenade”; <br/><em>O. v. gymnotis</em> (Wiegmann, 1833). Type locality “British Guiana”; <br/><em>O. v. hiltonensis</em> Goldman & Kellogg, 1940. Type locality “Hilton Head Island, Beaufort County, South Carolina, USA; <br/><em>O. v. leucuru</em>s (Douglas, 1829). Type locality “the districts adjoining the river Columbia, USA; <br/><em>O. v. macrourus</em> (Rafinesque, 1817). Type locality “Mer Rouge, Morehouse county, Louisiana, USA; <br/><em>O. v. mcilhennyi</em> F.W. Miller, 1928. Type locality “near Avery Island, Iberia Parish, Louisiana, USA; <br/><em>O. v. margaritae</em> (Osgood, 1910). Type locality “vicinity of Puerto Viejo”, Margarita Island, Venezuela; <br/><em>O. v. mexicanus</em> (Gmelin, 1788). Type locality “Valley of México”, México; <br/><em>O. v. miquihuanensis</em> Goldman & Kellogg, 1940. Type locality ”Sierra Madre Oriental, near Miquihuana, southwestern Tamaulipas, México”; <br/><em>O. v. nelsoni</em> Merriam, 1898. Type locality “San Cristobal, highlands of Chiapas, México”; <br/><em>O. v. nigribarbis</em> Goldman and Kellogg, 1940. Type locality “Blackbeard Island, McIntoch County, Georgia, USA; <br/><em>O. v. oaxacensis</em> Goldman & Kellogg, 1940. Type locality “mountains 15 miles west of Oaxaca, México”; <br/><em>O. v. ochrourus</em> Bailey, 1932. Type locality “Coolin, south end of Priest Lake, Idaho, USA; <br/><em>O. v. osceola</em> (Bangs, 1896). Type locality “Citronelle, Citrus county, Florida, USA; <br/><em>O. v. peruvianus</em> (Gray, 1874). Type locality “Ceuchupate”, Perú; <br/><em>O. v. rothschildi</em> (Thomas, 1902). Type locality “Island of Coiba”, Veraguas, Panamá; <br/><em>O. v. seminolus</em> Goldman & Kellog, 1940. Type locality ""ten miles northeast of Everglades, Collier county, Florida, USA; <br/><em>O. v. sinaloae</em> J.A. Allen, 1903. Type locality “Escuinapa”, southern Sinaloa, México; <br/><em>O. v. taurinsulae</em> Goldman & Kellogg, 1940. Type locality “Bull’s Island, Charleston County, South Carolina, USA; <br/><em>O. v. texanus</em> (Mearns, 1898). Type locality “Fort Clark”, Kinney County, Texas, USA; <br/><em>O. v. thomasi</em> Merriam, 1898. Type locality “Huehuetan”, Chiapas, México; <br/><em>O. v. toltecus</em> (Saussure, 1860). Type locality “Orizaba”, Veracruz, México; <br/><em>O. v. tropicalis</em> (Cabrera, 1918). Type locality “La María, en el Valle del Dagua”, Colombia; <br/><em>O. v. nemoralis</em> (Hamilton-Smith, 1827). Type locality restricted to “Central America, round the Gulf of Mexico to Surinam”, further restricted to “From Honduras to Panamá"" (Lydekker, 1915); <br/><em>O. v. ustus</em> (Trouessart, 1910). Type locality ”El Pelado”, au nord de Quito (4,100 m), sur la frontiere de Colombie; <br/><em>O. v. venatorius</em> Goldman & Kellogg, 1940. Type locality ""Hunting Island, Beufort County, south Carolina, USA; <br/><em>O. v. veraecrucis</em> Goldman & Kellogg, 1940. Type locality “Chijol, northern Veracruz, México”; <br/><em>O. v. virginiana</em> (Zimmermann, 1780). Type locality “Wisconsin”, USA; <br/><em>O. v. yucatanensis</em> (Hays, 1872). Type locality “throughout Yucatán and the southern part of México”."
10329,Hydropotes inermis,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,CERVIDAE,Hydropotes,inermis,,,,,"Swinhoe, 1870","There are two subspecies:  
<br><i>H. i. argyropus</i> Heude, 1884; Korea (formerly also in Jilin and Liaoning provinces of China);
<br><I>H. i. inermis</I> Swinhoe, 1870; China (Zhejiang, Jiangsu, Hubei, Henan, Anhui, Guangdong, Fujian, Jiangxi, Shanghai, Guangxi, but now extinct in the southern and western parts of this range)."
29742,Rangifer tarandus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,CERVIDAE,Rangifer,tarandus,,,,,"(Linnaeus, 1758)","The world’s Caribou and Reindeer are classified as a single species <em>Rangifer</em> <em>tarandus</em>. Reindeer is the European name for the species while in North America, the species is known as Caribou. Here we use either name or <em>Rangifer</em>. <br/><br/>Identification of subspecies has changed over time (Banfield 1961, Geist 2007) and currently, Grubb (2005) lists 14 sub-species of which two are extinct: <em>eogroenlandicus </em>and <em>dawsoni</em>, however, the latter may have been an island dwarf form (Byun <em>et al.</em> 2002). In Russia, the use of subspecies differs from Grubb (2005) as <em>angustirostris </em>is recognized but not <em>buskensis </em>(I. Mizin pers. comm.). The subspecies are distinguished largely on skeletal and skull measurements, antler architecture and behaviour. The major groupings of subspecies are Boreal forest, continental tundra and high Arctic island. Based on current abundance, continental tundra caribou are the most numerous (56%) relative to mountain (19%), the forest (14%) and Arctic island (11%). <br/><br/>The current diversity of <em>Rangifer </em>resulted from local adaptations, which followed large-scale changes in distribution as continental glaciations advanced and retreated during the Pleistocene (Yannic <em>et al.</em> 2013). Analyses of mitochondrial and nucleotide DNA reveal that glaciations divided <em>Rangifer </em>into two lineages. The ice sheets were more extensive in North Ameri<em>ca.</em> Thus, the Euro-Beringia lineage was restricted to Alaska while the North American lineage was restricted to south of the ice sheets. The Euro-Beringia lineage is genetically the most varied and is widely distributed from Eurasia to northwestern America also including Greenland, Svalbard and the Canadian Arctic island archipelagos (Yannic <em>et al.</em> 2013). The second lineage, the North American lineage (essentially woodland caribou), has less genetic variation and a more restricted distribution limited to Newfoundland/Labrador and eastern Canada. After deglaciation about 10,000 years ago, changing distribution during recolonization, secondary contact between the two lineages occurred in central and western Canada (Weckworth <em>et al.</em> 2012, Yannic <em>et al.</em> 2013).<br/><br/>Genetic variability is typically high among the larger migratory herds of migratory tundra Caribou (Zittlau 2004) because the effective population size is large and geographic barriers are largely lacking. Elsewhere in the mountains, genetic variation reveals a complex history influenced by events including ancient volcanic eruptions, founder events, geography and changing abundance and distribution of neighbouring herds (Kuhn <em>et al.</em> 2010, Serrouya <em>et al.</em> 2012). On the arctic islands, genetic variation is reduced because those populations have been through severe reductions in abundance with consequent genetic bottlenecks and genetic drift (Zittlau 2004, Petersen <em>et al.</em> 2010).<br/><br/>Dispersal whether innate or environmental is largely unrecorded in <em>Rangifer </em>except at the scale of genetic migration. DNA analyses have revealed low rates of male-biased genetic flow between neighbouring and geographically dispersed <em>Rangifer </em>(Boulet <em>et al.</em> 2005, Roffler <em>et al.</em> 2012). <br/><br/>The subspecies designations are based on an outdated taxonomy and are inconsistent with current understanding of evolutionary relationships and ecology (Flagstad and Røed 2003, Zittlau 2005, Røed 2005). However, in the context of conservation and management, recognizable and credible ‘conservation units’ or ‘evolutionary significant units’ are essential. In Canada, for example, COSEWIC (2012) assessed all available information to create 12 designatable units to recognize variability in form, ecology and genetics previously combined in four sub-species. We will refer to recognizable conservation units throughout this assessment as these are the basis for estimating abundance. Then we have summed the subspecies or conservation units to assess <em>Rangifer</em> at the species level."
4274,Rusa marianna,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,CERVIDAE,Rusa,marianna,,,,,"(Desmarest, 1822)","First described from introduced populations on Guam in the Mariannas Islands, and subsequently relegated as a regional variant of the widely distributed Sambar (<em>C. unicolor</em>), <em>Cervus mariannus</em> was not formally recognized as a separate, endemic and highly distinct species within the subgenus <em>Rusa</em>  until 1983 (Grubb and Groves 1983). The latter authors also placed this species and the closely related <em>C. alfredi</em> within the subgenus <em>Rusa</em>, whilst subsequent reviews of the systematic relationships and phylogeny of southeast Asian deer by Meijaard and Groves (2004) and Pitra <em>et al</em>. (2004) resulted in the revival of the genus <em>Rusa</em> and reallocation of both <em>m</em><em>arianna</em> and <em>alfredi</em> to this genus. <br/><br/>There are four described subspecies: <em>Rusa m. marianna</em> from Luzon and associated islands,  <em>R. m. barandana</em> from Mindoro; <em>R. m. nigella</em> from various and disjunct upland sites on Mindanao; and <em>R. m. nigricans</em> from various lowland sites on Mindanao and the adjacent island of Basilan. However, the systematic (and distributional) relationships of the latter two forms  are not clearly understood at the present time, especially as deer from Mindanao tend to be highly variable in body size (e.g. these two subspecies embrace both the smallest and largest deer from the Philippines; W. Oliver pers. obs.), pelage colour and other characters; whereas some other (seemingly distinct, and now isolated populations from other islands within the ‘Greater Mindanao Faunal Region’ (e.g. light coloured deer from Leyte Island; C.R. Cox, unpubl.) have yet to be described."
4003,Castor canadensis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CASTORIDAE,Castor,canadensis,,,,,"Kuhl, 1820",
699,Cuniculus paca,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CUNICULIDAE,Cuniculus,paca,,,,,"(Linnaeus, 1766)",Formerly <i>Agouti paca</i>.
89497102,Dasyprocta leporina,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,DASYPROCTIDAE,Dasyprocta,leporina,,,,,"(Linnaeus, 1758)","<p><em>Dasyprocta leporina</em> (Linnaeus, 1758) “forest near the boarding-school Peninika, near the confluence of the Peninika Creek and the upper Commewijnw River” Commonwealth District, Suriname. There is considerable variation in color over the back and flanks of <em>D. leporina, </em>and multiple subspecies have been recognized in limited parts of the species range, including <em>cayana </em>and <em>flavescens.&#160; </em>This classification requires a comprehensive study of geographic variation.&#160; Previously named <em>D. aguti.&#160; </em>Monotypic.&#160;</p>"
42462,Sciurus carolinensis,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Sciurus,carolinensis,,,,,"Gmelin, 1788",
20006,Sciurus aureogaster,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Sciurus,aureogaster,,,,,"F. Cuvier, 1829",
3596,Callosciurus finlaysonii,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,SCIURIDAE,Callosciurus,finlaysonii,,,,,"(Horsfield, 1823)",Revised and expanded to include <i>ferrugineus</i> by Corbet and Hill (1992).
41440,Suncus murinus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Suncus,murinus,,,,,"Linnaeus, 1766",
90389138,Suncus etruscus,ANIMALIA,CHORDATA,EULIPOTYPHLA,MAMMALIA,SORICIDAE,Suncus,etruscus,,,,,"(Savi, 1822)",
15324,Ondatra zibethicus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,CRICETIDAE,Ondatra,zibethicus,,,,,"(Linnaeus, 1766)",Will be transferred to family Cricetidae.
41770,Potamochoerus larvatus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,SUIDAE,Potamochoerus,larvatus,,,,,"(F. Cuvier, 1822)","The genus <em>Potamochoerus</em> includes two species: the Red River Hog (<em>P</em>. <em>porcus</em>), which occurs in the forests from Senegal to Nigeria and the Congo; and the Bushpig (<em>P</em>. <em>larvatus</em>), which occurs from the savannahs of East Africa to the forests of the Cape in South Africa (Grubb 1993). Three subspecies are currently recognized: the White-face Bushpig (<em>P</em>. <em>l</em>. <em>hassama</em>) from East Africa; the Somali Bushpig (<em>P</em>. <em>l</em>. <em>somaliensis</em>) from northeast Kenya and Somalia; and the Southern Bushpig (<em>P</em>. <em>l</em>. <em>koiropotamus</em>), which is widespread over southern Africa (Grubb 1993)."
41775,Sus scrofa,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,SUIDAE,Sus,scrofa,,,,,"Linnaeus, 1758","In a major review of the Genus <em>Sus</em>, Groves (1981) recognized 16, possibly 17, subspecies, whilst also either synonymizing or discounting many previously accepted subspecies. The latter including various insular southeast Asian feral and/or hybrid populations. This treatment was followed by Groves and Grubb (1993); though Groves (2001) has since suggested the likely future separation of one subspecies, i.e. the Banded Pig <em>S. s. vittatus</em>, as a full species (Groves 2001)."
11791,Lepus timidus,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,LEPORIDAE,Lepus,timidus,,,,,"Linnaeus, 1758","<p>There are currently 16 recognized subspecies:<em> Lepus timidus ainu, L. t. begitschevi, L. t. gichiganus, L. t. hibernicus, L. t. kamtschaticus, L. t. kolymensis, L. t. kozhevnikovi, L. t. lugubris, L. t. mordeni, L. t. orii, L. t. scoticus, L. t. sibiricorum, L. t. sylvaticus, L. t. timidus, L. t. transbaicalicus</em>, and <em>L. t. varronis</em> (Angerbjörn 2018).</p>"
41280,Lepus europaeus,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,LEPORIDAE,Lepus,europaeus,,,,,"Pallas, 1778","The taxonomy of <em>Lepus europaeus </em>is still under debate. Clear distinction to other taxa is difficult due to sympatric occurrences with other <em>Lepus</em> species. The European Hare was formerly included in the Cape Hare (<em>L. capensis</em>) based on a cline in morphological characters (mainly size) from north-eastern Africa eastwards across the northern Arabian peninsula, the Middle East and northwards through Israel to Turkey (Petter 1961). A reanalysis showed a discontinuity between smaller “<em>capensis</em>” and larger “<em>europaeus</em>” running from the eastern Mediterranean coast through Iran (Ben Slimen <em>et al.</em> 2008). A study of the nuclear gene pool of the Cape Hare, the European Hare and the North African Hare, indicated that the North African Hare as well as the European Hare belong to the Cape Hare (Ben Slimen <em>et al.</em> 2005). However, a study of the mt DNA of these three groups indicated a significant degree of divergence supporting species specific designation (Ben Slimen <em>et al.</em> 2008a, 2008b). These studies show that genetic differentiation between the Cape Hare and the European Hare might be attributed to geographic distance rather than divergence. Until conclusive evidence of a single species complex is available in order to support a change in the taxonomic status of the European Hare, it remains a true species (Hackländer and Schai-Braun 2018, Schai-Braun and Hackländer 2016).<br/> <br/> There are 16 subspecies: <em>Lepus europaeus caspicus, L. e. connori, L. e. creticus, L. e. cyprius, L. e. cyrensis, L. e. europaeus, L. e. hybridus, L. e. judeae, L. e. karpathorum, L. e. medius, L. e. occidentalis, L. e. parnassius, L. e. ponticus, L. e. rhodius, L. e. syriacus</em>, and <em>L. e. transsylvanicus</em> (Hoffmann and Smith 2005). It is felt that there is considerable variability in many of these forms and that distinctions between subspecies may be arbitrary as they are mostly based on size and colour. Molecular phylogenetic studies in Spain revealed that the Cantabric population has singular mt DNA compared to other European populations (Palacios <em>et al.</em> 2004). A review of the taxonomy of this species is necessary (Hackländer and Schai-Braun 2018, Schai-Braun and Hackländer 2016)."
41282,Lepus nigricollis,ANIMALIA,CHORDATA,LAGOMORPHA,MAMMALIA,LEPORIDAE,Lepus,nigricollis,,,,,"F. Cuvier, 1823","There are 13 subspecies for <em>Lepus nigricollis</em>, occupying different regions and habitat types: <em>L. n. aryabertensis, L. n. cutchensis; L. n. dayanus, L. n. joongshaiensis, L. n. macrotus, L. n. mahadeva, L. n. nigricollis, L. n. rajput, L. n. ruficaudatus, L. n. sadiya, L. n. simcoxi, L. n. singhala, </em>and <em>L. n. tytleri</em>. The Burmese Hare (<em>L. peguensis</em>) is a similar species, and some consider it to be synonymous with <em>L. nigricollis</em> (Molur and Nameer 2018). These forms are poorly understood and may be clinal in nature. Some have claimed that <em>L. peguensis</em> is conspecific with <em>L. nigricollis</em>, although there are geographic and character discrepancies with this assignment (Suchentrunk 2004; Schai-Braun and Hackländer 2016, 2018). The systematics of the species is in need of review (Schai-Braun and Hackländer 2016)."
29672,Martes foina,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Martes,foina,,,,,"(Erxleben, 1777)","Some of the island populations are morphologically quite distinct, although the&#160;taxonomic&#160;significance of this is not yet clear (e.g.&#160;Krystufek 2004a, 2004b). some of these island populations are rare and perhaps threatened."
29674,Mustela erminea,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Mustela,erminea,,,,,"Linnaeus, 1758",
41611,Herpestes edwardsii,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,HERPESTIDAE,Herpestes,edwardsii,,,,,"(É. Geoffroy Saint-Hilaire, 1818)","Four subspecies are listed by Corbet and Hill (1992), but there is no recent taxonomic revision."
41612,Herpestes fuscus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,HERPESTIDAE,Herpestes,fuscus,,,,,"Waterhouse, 1838","The Sri Lankan and Indian populations may be separate subspecies; Corbet and Hill (1992) recognised four subspecies,&#160;<em>fuscus, phillipsi, siccatus</em> and <em>rubidor</em>), across the range. There is no recent taxonomic revision."
41656,Mustela itatsi,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Mustela,itatsi,,,,,"Temminck, 1844","Abramov (2000a, 2000b), based on&#160;morphotypic characteristics of the skull, body size, coloration and baculum, positioned&#160;Japanese Weasel&#160;<em>Mustela&#160;</em><em>itatsi</em>&#160;as a species distinct from&#160;Siberian Weasel&#160;<em>M. sibirica</em>, of which it was formerly generally considered a subspecies (but&#160;see&#160;Graphodatsky&#160;<em>et al</em>. 1976). Suzuki <em>et al</em>. (2011) documented interspecific and sexual differences in the skulls between&#160;<em>M.&#160;</em><em>itatsi</em>&#160;and&#160;<em>M. sibirica</em>, which together with trenchant genetic differences (Kurose&#160;<em>et al</em>. 2000,&#160;Masuda <em>et al</em>. 2012)&#160;strongly&#160;support treatment as&#160;two species."
41659,Mustela sibirica,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Mustela,sibirica,,,,,"Pallas, 1773","Abramov (2000), Kurose <em>et al.</em> (2000), and Graphodatsky <em>et al</em>. (1976) supported species-level separation of <em>itatsi</em> from Siberian Weasel <em>Mustela sibirica</em>. <em>Mustela lutreolina</em> of Java and Sumatra is also sometimes considered part of <em>M. sibirica</em> (e.g., Corbet 1978). Both are here considered distinct.&#160;The taxonomic status of the Central Asian and Himalayan populations of&#160;<em>M. sibirica</em>&#160;is uncertain."
41661,Neovison vison,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,MUSTELIDAE,Neovison,vison,,,,,"(Schreber, 1777)","Commonly included in <em>Mustela</em>, separated accordingly to Abramov (2000). Cytogenetic and biochemical data support placement of the American Mink and Sea Mink in the genus <em>Neovison</em> rather than in <em>Mustela</em> (Wozencraft 2005)."
41684,Nasua nasua,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PROCYONIDAE,Nasua,nasua,,,,,"(Linnaeus, 1766)",
41686,Procyon lotor,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,PROCYONIDAE,Procyon,lotor,,,,,"(Linnaeus, 1758)","Includes the Caribbean introduced populations of <em>gloveralleni</em>,<em> minor</em>,<em> </em>and <em>maynardi</em> after Helgen and Wilson (2003); includes <em>insularis</em> after Helgen and Wilson (2005)."
41692,Paguma larvata,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,VIVERRIDAE,Paguma,larvata,,,,,"(C.E.H. Smith, 1827)","Corbet and Hill (1992) listed six subspecies, reflecting the striking morphological variation, with strong geographical basis, in this species."
41693,Paradoxurus hermaphroditus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,VIVERRIDAE,Paradoxurus,hermaphroditus,,,,,"(Pallas, 1777)","Many subspecies have been described (Patou <em>et al</em>. 2010), notably the taxon<em>&#160;lignicolor</em>, endemic to the Mentawai islands. This&#160;has a debated taxonomic status, being sometimes considered a separate species (e.g. Schreiber <em>et al</em>. 1989, Corbet and Hill 1992) or, as here, a subspecies of <em>P. hermaphroditus</em> (e.g. Wozencraft 2005). As this account was being finalised, Veron <em>et al</em>. (2015) proposed that&#160;<em>P. hermaphroditus</em>, as here treated, contains at least three species:&#160;<em>P. hermaphroditus </em>(<em>sensu stricto</em>)&#160;(South Asia, southern China and non-Sundaic South-east Asia), <em>P. musanga</em>&#160;(mainland South-east Asia, Sumatra, Java and other small Indonesian islands) and <em>P. philippinensis</em> (the Mentawai Islands, Borneo and the Philippines). They suspected that in the region of overlap between&#160;<em>P. hermaphroditus&#160;</em>(<em>sensu stricto</em>)&#160;and <em>P. musanga&#160;</em>they would be found to be separated by altitude. The morphological distinctiveness of the Mentawai taxon was confirmed; although placed as a subspecies within&#160;<em>P. musanga</em>, they cautioned that further investigation might find species rank more appropriate; genetic data do not, as so far looked at, support species status (A. Wilting pers. comm. 2014)."
41698,Genetta genetta,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,VIVERRIDAE,Genetta,genetta,,,,,"(Linnaeus, 1758)","There is a high degree of phenotypic variation in this species which resulted in the description of several subspecies; the validity of many of these remains untested, while others may actually represent distinct subspecies or even species (Gaubert et al. 2004, 2005, 2009). A recent mtDNA-based study suggested at least four distinct geographic lineages within the species circumscribed to the Mediterranean Basin, western Africa (also spread into North Africa), southern Africa and the Arabian Peninsula (Gaubert et al. 2011). The taxonomic status of Genetta felina, a lineage endemic to southern Africa, remains debated (see Gaubert et al. 2004, 2005; Gaubert &amp; Begg 2007)."
41710,Viverricula indica,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,VIVERRIDAE,Viverricula,indica,,,,,"(É. Geoffroy Saint-Hilaire, 1803)","Ten subspecies have been described for <em>Viverricula indica</em> (Corbet and Hill 1992) but there is no recent taxonomic revision. The name <em>malaccensis</em> Gmelin, 1788 was used widely during the twentieth century for this species, but this in fact refers to a composite of animals with no evidence of <em>Viverricula</em> being involved (Pocock 1939). However, <em>malaccensis</em> is still in use in some legal documents into the 21st century."
23062,Vulpes vulpes,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,CANIDAE,Vulpes,vulpes,,,,,"(Linnaeus, 1758)","A recent extensive global phylogeny of Red Foxes that included ~1,000 samples from across the species’ range found that Red Foxes originated in the Middle East, then radiated out, and that Red Foxes in North America are genetically distinct and probably merit recognition as a distinct species (<em>Vulpes fulva</em>) (Statham<em> et al. </em>2014)."
12561,Macaca sylvanus,ANIMALIA,CHORDATA,PRIMATES,MAMMALIA,CERCOPITHECIDAE,Macaca,sylvanus,,,,,"(Linnaeus, 1758)","<em>Macaca sylvana</em> is a synonym of <em>M. sylvanus</em> (Hill 1966, Deag and Crook 1971, Burton 1972, Alvarez and Horaldo 1975)."
550,Aepyceros melampus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Aepyceros,melampus,,,,,"(Lichtenstein, 1812)","Two subspecies are recognised, supported by molecular data (Nersting &amp; Arctander 2001; Lorenzen et al. 2006): the Common Impala (<em>A</em>. <em>m</em>. <em>melampus</em>) and the Black-faced Impala (<em>A</em>. <em>m</em>. <em>petersi</em>). While there is no genetic structuring of Impala in East and southern Africa, microsatellite analysis does suggest some degree of isolation along the east-south gradient, which results in some distinct genetic clades, particularly in northern Kenya (Lorenzen et al. 2006, 2012)."
1681,Antilope cervicapra,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Antilope,cervicapra,,,,,"(Linnaeus, 1758)",
5228,Connochaetes gnou,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Connochaetes,gnou,,,,,"(Zimmermann, 1780)","The two lineages leading from a Blue Wildebeest-like ancestor to the two modern Wildebeest species diverged approximately one million years ago. The two species share the same chromosome number of 2n=58 and interspecific hybrids are fertile. First generation (F1) hybrids can be distinguished from pure animals based on external phenotypic characters, but hybrids are not distinguishable from pure animals following unidirectional backcrosses with pure Black Wildebeest over two or more generations. Levels of genetic diversity in <em>Connochaetes</em><em>&#160;gnou </em>are lower compared to the Blue Wildebeest (<em>C</em>. <em>taurinus</em>) (Grobler <em>et al</em>. 2005 and ongoing work at the University of the Free State and the National Zoological Gardens), which is most likely due to the historic bottlenecks experienced by<em> C</em>.<em> gnou</em> in the late 1800s. The evolution of a distinct southern endemic Black Wildebeest in the Pleistocene was associated with, and possibly driven by, a shift towards a more specialised kind of territorial breeding behaviour, which can only function in open habitat. Thus, the evolution of the Black Wildebeest was directly associated with the emergence of Highveld-type open grasslands in the central interior of South Africa (Ackermann <em>et al</em>. 2010)."
10170,Hippotragus niger,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Hippotragus,niger,,,,,"(Harris, 1838)","Four subspecies are usually recognized: <em>H. n. niger</em>, <em>H. n. kirkii</em>, <em>H. n. roosevelti</em> and the isolated Giant Sable (<em>H. n. variani</em>) from Angola. As for many other antelope species, the validity and precise distribution of most of the described subspecies are uncertain. An extensive study of the geographical genetic structure of <em>Hippotragus niger</em> identified three genetic subdivisions representing a Kenya and east Tanzania clade (<em>H. n. roosevelti</em>), a west Tanzania clade (<em>H. n. kirkii</em>), and a southern African clade (<em>H. n. niger</em>) (Pitra <em>et al.</em> 2002), which corroborated the findings of Matthee and Robinson (1999) that delineated a genetic barrier between the east and southern African (Angola, Zambia and Malawi southwards) clades, thus cautioning against translocations between the two areas."
11033,Kobus leche,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Kobus,leche,,,,,"Gray, 1850","Four distinct lechwe populations are recognized as subspecies (Ansell and Banfield 1979, Birungi and Arctander 2001): Black Lechwe (<em>K. l. smithemani</em>); Kafue Lechwe (<em>K. l. kafuensis</em>); Red Lechwe (<em>K. l. leche</em>); and the extinct Robert's Lechwe (<em>K. l. robertsi</em>). A fifth taxon, the Upemba Lechwe from south-eastern DR Congo, which Cotterill (2005) described as a distinct species, is treated here as a subspecies, <em>K. l. anselli</em>."
30208,Damaliscus pygargus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Damaliscus,pygargus,,,,,"(Pallas, 1767)","The valid name of this species is <em>Damaliscus pygargus</em>, not <em>Damaliscus dorcas</em> which appears more commonly in the literature (see Rookmaaker 1991; Grubb 1999, 2005; David and Lloyd 2013). Two well-differentiated subspecies are recognized: the Bontebok <em>D. p. pygargus</em> and the Blesbok <em>D. p. phillipsi</em>. The two have been considered as separate species by some (e.g., Allen 1939, and see Essop <em>et al</em>. 1991), but are here regarded as conspecific."
