"";"ED";"ES"
"Heteromys gaumeri";6,00564399597735e-05;1,70068001476513e-05
"Heteromys desmarestianus";6,41317303647705e-05;3,65794921939673e-05
"Heteromys australis";6,50002458751572e-05;3,10137830353059e-05
"Heteromys anomalus";5,62256843846294e-05;3,31570845650503e-08
"Heteromys nelsoni";5,64739301324945e-05;8,0039142103344e-06
"Liomys adspersus";5,69560522451712e-05;4,01905767217272e-06
"Liomys irroratus";5,45673016518922e-05;1,86207820019844e-09
"Liomys spectabilis";5,69560522451712e-05;4,01905767217272e-06
"Liomys salvini";5,47810737952496e-05;2,26594338014244e-07
"Liomys pictus";5,39542405359696e-05;5,50072685544868e-14
"Allactaga elater";5,65783115324322e-05;4,57040593352271e-06
"Allactaga major";6,47854956678891e-05;1,17740330688787e-05
"Allactaga vinogradovi";5,82386160438508e-05;7,93160128559229e-06
"Allactaga severtzovi";6,22250591052892e-05;8,04969740534544e-06
"Allactaga firouzi";5,90146487997446e-05;9,23753515000956e-06
"Allactaga hotsoni";5,60309673164516e-05;6,36821445281611e-07
"Allactaga sibirica";6,07566329131912e-05;1,37350811513995e-05
"Allactaga balikunica";6,09179279848394e-05;3,26757414619817e-05
"Allactaga bullata";5,79109272867704e-05;4,42425213409449e-06
"Allactaga euphratica";6,69604382510152e-05;5,59838106785518e-05
"Allactaga williamsi";6,35893376714624e-05;3,25732612883288e-05
"Allactaga tetradactyla";5,53542071558709e-05;4,97016685185893e-07
"Allactodipus bobrinskii";5,80792940400623e-05;1,67031333108226e-05
"Pygeretmus shitkovi";5,65069953852208e-05;1,56650061030735e-05
"Pygeretmus platyurus";5,73284221567123e-05;2,95318024354763e-05
"Pygeretmus pumilio";5,53542071558709e-05;9,94033370371786e-07
"Cardiocranius paradoxus";5,61450115738806e-05;1,35252899780342e-05
"Salpingotulus michaelis";5,59437340868077e-05;7,50570722549576e-06
"Salpingotus kozlovi";5,43998048244979e-05;2,47232833765333e-06
"Salpingotus crassicauda";5,55383209712495e-05;1,1957518385665e-05
"Salpingotus thomasi";5,36305033774029e-05;4,56841883496009e-06
"Salpingotus heptneri";5,48848490708912e-05;3,94370395494685e-06
"Salpingotus pallidus";5,4163029936823e-05;7,59444592459163e-07
"Dipus sagitta";5,9164695999278e-05;9,19305713303272e-06
"Eremodipus lichtensteini";5,73396439659107e-05;1,65562181957499e-05
"Jaculus blanfordi";5,63745342632002e-05;7,85534166064617e-06
"Jaculus jaculus";5,7324782174397e-05;1,69314657156803e-05
"Jaculus orientalis";6,06400878607565e-05;6,3014431258299e-06
"Paradipus ctenodactylus";6,12518940681121e-05;9,55605273089077e-06
"Stylodipus sungorus";5,59432896817147e-05;3,06051528320813e-06
"Stylodipus telum";5,49145177976362e-05;3,11263772581389e-08
"Stylodipus andrewsi";5,59432896817147e-05;3,06051528320813e-06
"Euchoreutes naso";5,72316052006152e-05;5,02122909969337e-05
"Sicista concolor";5,55383209712495e-05;1,1957518385665e-05
"Sicista subtilis";5,57926035250111e-05;1,16669182942404e-05
"Sicista strandi";5,31906388654123e-05;5,60976238124044e-07
"Sicista severtzovi";5,63543892595654e-05;2,33338365884808e-05
"Sicista pseudonapaea";5,78857451178781e-05;4,53495010871654e-05
"Sicista tianshanica";5,31906388654123e-05;5,60976238124044e-07
"Sicista napaea";5,36348464426516e-05;1,45346695980863e-08
"Sicista caudata";5,46486778739698e-05;3,82839499463597e-06
"Sicista caucasica";5,36348464426516e-05;1,45346695980863e-08
"Sicista betulina";5,44766816501127e-05;4,0503583984949e-07
"Sicista armenica";5,57791144790493e-05;2,2795420564421e-05
"Sicista kluchorica";5,51106820776457e-05;3,33683229955398e-06
"Sicista kazbegica";5,78341569716345e-05;2,40798063851818e-05
"Eozapus setchuanus";5,59180376832143e-05;1,77080416553766e-05
"Napaeozapus insignis";5,59246880066413e-05;1,40161185641666e-05
"Zapus hudsonius";5,7563959568595e-05;2,66600252927787e-05
"Zapus princeps";5,54311465523016e-05;3,59910384473992e-06
"Zapus trinotatus";5,49360403285673e-05;4,16663090720129e-07
"Monticolomys koopmani";5,42978507111491e-05;4,88781556984155e-08
"Nesomys lambertoni";6,26828779094348e-05;1,36872603158504e-05
"Nesomys rufus";6,30660578057603e-05;4,97257428565172e-05
"Nesomys audeberti";6,44430009674876e-05;1,09638749440161e-05
"Voalavo gymnocaudus";5,72550503034362e-05;9,69176563639343e-06
"Eliurus antsingy";5,71737352001638e-05;4,39743430249278e-06
"Eliurus petteri";5,65424029487229e-05;9,18882169490083e-07
"Eliurus penicillatus";5,85986906198e-05;1,52105358689381e-08
"Eliurus myoxinus";5,62256843846294e-05;6,63141691301007e-08
"Eliurus minor";5,55378032525367e-05;4,11918546770526e-06
"Eliurus webbi";5,65424029487229e-05;1,83776433898017e-06
"Eliurus majori";5,85986906198e-05;3,04210717378761e-08
"Eliurus tanala";5,64603443085776e-05;8,88052887923575e-10
"Eliurus grandidieri";5,71737352001638e-05;4,39743430249278e-06
"Eliurus ellermani";5,85986906198e-05;6,08421434757522e-08
"Gymnuromys roberti";6,07566329131912e-05;1,37350811513995e-05
"Hypogeomys antimena";7,85489464733063e-05;1,32582377886845e-06
"Macrotarsomys bastardi";5,42978507111491e-05;9,77563113968311e-08
"Macrotarsomys ingens";5,49145177976362e-05;6,22527545162779e-08
"Brachytarsomys albicauda";5,92142138148846e-05;6,41737203332703e-08
"Brachytarsomys villosa";6,24429328876076e-05;7,38740901484651e-06
"Brachyuromys betsileoensis";5,86712104938665e-05;4,58322780905181e-06
"Brachyuromys ramirohitra";5,64603443085776e-05;1,77610577584715e-09
"Petromyscus barbouri";5,58218257631002e-05;1,48093655916202e-05
"Petromyscus collinus";5,40346545881449e-05;8,15455564279392e-12
"Petromyscus monticularis";5,53960241374377e-05;3,76063250822561e-06
"Petromyscus shortridgei";5,67875696431032e-05;8,94286742660661e-06
"Beamys hindei";5,66880857556969e-05;2,76705498756626e-06
"Beamys major";5,66880857556969e-05;2,76705498756626e-06
"Cricetomys kivuensis";9,92534886968993e-05;0,000221011499023713
"Cricetomys ansorgei";9,92534886968993e-05;0,000221011499023713
"Cricetomys emini";8,50365918737891e-05;1,41706415866846e-05
"Cricetomys gambianus";9,29118417126288e-05;0,000136337100720902
"Saccostomus campestris";5,66206459081442e-05;4,28641325166059e-06
"Saccostomus mearnsi";5,67327431210302e-05;1,57668412507331e-05
"Delanymys brooksi";5,445622490511e-05;2,75554416810685e-09
"Dendromus nyikae";5,43315864684752e-05;1,0993551274724e-07
"Dendromus kahuziensis";5,38806408847911e-05;2,96786761891504e-08
"Dendromus oreas";5,64793636957485e-05;2,29653764019463e-05
"Dendromus nyasae";5,68408500844439e-05;2,62931769791021e-05
"Dendromus mystacalis";5,32963948244097e-05;2,22693909749269e-10
"Dendromus messorius";5,6659375878868e-05;2,35838706038226e-05
"Dendromus mesomelas";5,53863289145046e-05;1,49334549564057e-05
"Dendromus melanotis";5,48583418953013e-05;1,46827284386803e-05
"Dendromus leucostomus";5,56242665813315e-05;1,70681092829092e-05
"Dendromus vernayi";5,64793636957485e-05;2,29653764019463e-05
"Dendromus insignis";5,50290608515978e-05;1,38259638913455e-05
"Dendromus lovati";5,48012618631615e-05;9,10593060481027e-08
"Dendroprionomys rousseloti";5,83409852074085e-05;1,47651933027125e-05
"Malacothrix typica";5,59853687489896e-05;2,3727976753731e-05
"Megadendromus nikolausi";5,53542071558709e-05;1,98806674074357e-06
"Prionomys batesi";5,51842906094612e-05;3,66945205081581e-07
"Steatomys parvus";5,54319681838229e-05;8,51062461355744e-06
"Steatomys pratensis";5,51110465171908e-05;1,98637315318232e-06
"Steatomys opimus";5,39542405359696e-05;1,10014537108974e-13
"Steatomys caurinus";5,70561662760144e-05;8,20534582593318e-06
"Steatomys bocagei";5,49360403285673e-05;8,33326181440257e-07
"Steatomys krebsii";5,57934496971893e-05;7,52180851548529e-06
"Steatomys jacksoni";5,59373531075931e-05;1,29218091192915e-05
"Steatomys cuppedius";5,59373531075931e-05;1,29218091192915e-05
"Mystromys albicaudatus";5,97005382408961e-05;6,24654100252089e-05
"Alticola barakshin";5,66180862480515e-05;1,59143380952102e-05
"Alticola argentatus";5,613250946114e-05;9,00026593162664e-06
"Alticola albicaudus";5,59051343085807e-05;4,36169555033195e-06
"Alticola semicanus";5,67435024912764e-05;9,19905211362726e-06
"Alticola stoliczkanus";5,57866829227252e-05;2,66664378060882e-05
"Alticola tuvinicus";5,6463550796545e-05;8,91910041889594e-06
"Alticola montosa";5,59051343085807e-05;4,36169555033195e-06
"Alticola roylei";5,51950301797915e-05;1,79688031232581e-06
"Alticola olchonensis";5,59729947613041e-05;2,84884192694793e-05
"Alticola lemminus";5,7176323001381e-05;3,18286761904204e-05
"Alticola macrotis";5,40278023860622e-05;4,50232388169338e-09
"Alticola strelzowi";5,45673016518922e-05;3,72415640039689e-09
"Microtus gregalis";5,50095112893437e-05;5,79679159768141e-07
"Microtus umbrosus";5,47810737952496e-05;4,53188676028488e-07
"Microtus californicus";6,05755428928277e-05;5,94192288412592e-05
"Microtus chrotorrhinus";5,51364840903187e-05;2,95694862191735e-08
"Microtus longicaudus";5,6198202060831e-05;4,92380907810149e-06
"Microtus richardsoni";5,65678407630556e-05;6,18544023514171e-07
"Microtus miurus";5,55182732474968e-05;3,15978276675908e-06
"Microtus mexicanus";5,47017073991844e-05;1,30479776186772e-07
"Microtus abbreviatus";5,57423201525958e-05;1,48387545311469e-06
"Microtus guatemalensis";5,47810737952496e-05;9,06377352056976e-07
"Microtus xanthognathus";6,41134432977364e-05;5,04330782356035e-05
"Microtus schidlovskii";5,4558958924146e-05;1,34602654308946e-07
"Microtus socialis";5,51110465171908e-05;3,97274630636464e-06
"Microtus paradoxus";5,4558958924146e-05;1,34602654308946e-07
"Microtus anatolicus";5,4558958924146e-05;2,69205308617893e-07
"Microtus tatricus";5,39542405359696e-05;2,20029074217947e-13
"Microtus dogramacii";5,4558958924146e-05;5,38410617235785e-07
"Microtus cabrerae";5,55629246039476e-05;2,8173133751401e-06
"Microtus arvalis";5,46259017601845e-05;4,93783964836676e-08
"Microtus agrestis";5,49678852043154e-05;5,38291756674645e-08
"Microtus qazvinensis";5,4558958924146e-05;1,07682123447157e-06
"Microtus levis";5,56499432654546e-05;8,01528621849892e-06
"Microtus guentheri";5,45673016518922e-05;7,44831280079378e-09
"Microtus irani";5,83837685271449e-05;1,6682607992836e-05
"Microtus ilaeus";5,68770188778878e-05;2,84080129743834e-05
"Microtus transcaspicus";5,58072864504514e-05;1,57243789021428e-05
"Microtus maximowiczii";5,70181059054846e-05;2,57868915181634e-05
"Microtus limnophilus";5,69491642266902e-05;2,81763559142332e-05
"Microtus montebelli";5,47122736828342e-05;3,8318393639479e-06
"Microtus mujanensis";5,75021049782619e-05;2,62708905909408e-05
"Microtus fortis";5,71479454371921e-05;7,94277906742737e-06
"Microtus clarkei";5,78029679137757e-05;3,17819704509171e-05
"Microtus middendorffii";5,42865084417777e-05;4,23872262990905e-06
"Microtus oeconomus";5,64159592895823e-05;1,54750932396087e-05
"Microtus evoronensis";5,74128444284098e-05;5,06052419800113e-05
"Microtus kikuchii";5,78332521755385e-05;1,65477299244799e-05
"Microtus mongolicus";5,49360403285673e-05;1,66665236288051e-06
"Microtus sachalinensis";5,45683893519288e-05;3,927879288466e-06
"Microtus duodecimcostatus";5,46736831374738e-05;7,18295443196038e-07
"Microtus majori";5,73904568780536e-05;1,36953869856535e-05
"Microtus thomasi";5,55818559530063e-05;3,95855490165278e-06
"Microtus felteni";5,59785547917743e-05;7,68600731109851e-06
"Microtus bavaricus";5,48964420911544e-05;3,99728382306261e-06
"Microtus gerbei";5,56444994967294e-05;2,49484063508294e-05
"Microtus liechtensteini";5,4558958924146e-05;2,15364246894314e-06
"Microtus daghestanicus";5,53009186417471e-05;6,85579217979548e-06
"Microtus lusitanicus";5,60718376439739e-05;1,32425454589217e-05
"Microtus brachycercus";5,4558958924146e-05;4,30728493788628e-06
"Microtus savii";5,40346545881449e-05;1,63091112855878e-11
"Microtus schelkovnikovi";5,5243915535485e-05;1,83037137008623e-06
"Microtus subterraneus";5,62283235918373e-05;1,36410777831336e-05
"Microtus multiplex";5,75420046399817e-05;2,59210577697925e-05
"Microtus montanus";5,45683893519288e-05;3,927879288466e-06
"Microtus townsendii";6,23936740664371e-05;3,40409433851072e-05
"Microtus canicaudus";5,57786317473624e-05;1,29211143875224e-05
"Microtus breweri";5,65748437437285e-05;8,04758042314339e-06
"Microtus pennsylvanicus";5,62115344808337e-05;1,43349308547327e-05
"Microtus oregoni";5,65444050109761e-05;1,58499450436803e-05
"Microtus oaxacensis";6,04101276368353e-05;5,72705633090927e-05
"Microtus quasiater";5,39542405359696e-05;4,40058148435895e-13
"Microtus pinetorum";5,68279637155241e-05;2,66388487777935e-05
"Microtus ochrogaster";5,48921442887043e-05;8,61452479239933e-06
"Arborimus albipes";5,46736831374738e-05;1,43659088639208e-06
"Arborimus pomo";5,51982277465516e-05;5,86114355305908e-07
"Arborimus longicaudus";5,48554455519172e-05;1,99570246391616e-06
"Arvicola amphibius";5,91482354119111e-05;3,17131775221521e-08
"Arvicola scherman";6,30660578057603e-05;4,97257428565172e-05
"Arvicola sapidus";6,24429328876076e-05;1,4774818029693e-05
"Blanfordimys afghanus";5,60812043373258e-05;4,57288547572283e-06
"Blanfordimys bucharensis";5,67292860459018e-05;8,96899485931357e-06
"Caryomys eva";5,46892792131078e-05;3,08619253801766e-08
"Caryomys inez";5,46892792131078e-05;3,08619253801766e-08
"Chionomys roberti";6,12800275386172e-05;5,6947008705285e-05
"Chionomys gud";6,12800275386172e-05;5,6947008705285e-05
"Chionomys nivalis";5,65748437437285e-05;8,04758042314339e-06
"Dicrostonyx hudsonius";5,59340818850236e-05;5,71610684465354e-07
"Dicrostonyx nelsoni";5,54996906872639e-05;1,14760924471569e-06
"Dicrostonyx nunatakensis";5,56405704823106e-05;2,10741992553579e-06
"Dicrostonyx richardsoni";5,49145177976362e-05;1,24505509032556e-07
"Dicrostonyx torquatus";5,65678407630556e-05;1,23708804702834e-06
"Dicrostonyx unalascensis";5,54996906872639e-05;1,14760924471569e-06
"Dicrostonyx vinogradovi";5,62107439219205e-05;6,67687245673784e-06
"Dicrostonyx groenlandicus";6,00329434958087e-05;6,02195815610536e-05
"Dinaromys bogdanovi";5,73428177842554e-05;9,41069113878948e-06
"Ellobius alaicus";5,94727890371838e-05;5,71757489842911e-05
"Ellobius talpinus";5,39542405359696e-05;8,80116296871789e-13
"Ellobius tancrei";5,81628721049679e-05;2,95802498931269e-05
"Ellobius lutescens";6,17187303368118e-05;1,66185534966605e-05
"Ellobius fuscocapillus";5,8111795129858e-05;1,19339990503659e-06
"Eolagurus przewalskii";5,54762801841888e-05;2,52817389996378e-05
"Eolagurus luteus";5,51970713127356e-05;9,5162830905772e-07
"Eothenomys custos";5,55750377215102e-05;4,6595489014353e-06
"Eothenomys chinensis";5,83837685271449e-05;1,6682607992836e-05
"Eothenomys cachinus";5,54958195766345e-05;4,25454922465193e-06
"Eothenomys miletus";5,80954288055022e-05;1,78488135972897e-05
"Eothenomys olitor";5,43410261749392e-05;1,36140997371755e-08
"Eothenomys wardi";5,54958195766345e-05;4,25454922465193e-06
"Eothenomys proditor";5,49678852043154e-05;1,07658351334929e-07
"Eothenomys melanogaster";5,49024280210134e-05;1,24377760245895e-07
"Hyperacrius wynnei";5,49223989113498e-05;1,51795618410086e-06
"Hyperacrius fertilis";5,552242461211e-05;2,02555083161223e-06
"Lagurus lagurus";5,55738246555988e-05;1,52661321988722e-05
"Lasiopodomys mandarinus";5,51202783823466e-05;2,31871663907256e-06
"Lasiopodomys fuscus";5,49678852043154e-05;2,15316702669858e-07
"Lasiopodomys brandtii";6,01039587451813e-05;1,55767696898842e-05
"Lemmiscus curtatus";5,55781357634945e-05;6,67838018486007e-06
"Lemmus amurensis";5,75615675450651e-05;1,52871881898573e-05
"Lemmus lemmus";5,50095112893437e-05;1,15935831953628e-06
"Lemmus portenkoi";5,87518250885857e-05;1,71705925918621e-05
"Lemmus trimucronatus";5,69202735054051e-05;5,00862400054761e-06
"Lemmus sibiricus";5,5780260525378e-05;5,04700627797227e-06
"Myodes rutilus";5,534631673965e-05;8,55673779146191e-06
"Myodes rufocanus";5,50310876136908e-05;8,11032216857007e-06
"Myodes andersoni";5,43296359119693e-05;1,44534421816147e-08
"Myodes californicus";5,82633284550991e-05;2,75999879013806e-05
"Myodes centralis";5,43296359119693e-05;2,89068843632295e-08
"Myodes gapperi";5,65350359035451e-05;9,02292341197169e-06
"Myodes glareolus";5,53960241374377e-05;3,76063250822561e-06
"Myodes imaizumii";5,43296359119693e-05;5,78137687264589e-08
"Myodes smithii";5,60934373788532e-05;1,6429868609552e-05
"Myodes rex";5,43296359119693e-05;1,15627537452918e-07
"Myodes shanseius";5,7033713247769e-05;4,94605897840516e-05
"Myodes regulus";5,62490414163627e-05;4,85568332366993e-06
"Myopus schisticolor";5,42978507111491e-05;1,95512622793662e-07
"Neodon sikimensis";5,56911572626816e-05;1,42113389300906e-05
"Neodon forresti";5,46892792131078e-05;6,17238507603531e-08
"Neodon irene";5,49587440551342e-05;1,18830593025854e-06
"Neodon juldaschi";5,46892792131078e-05;1,23447701520706e-07
"Neofiber alleni";7,16188391692918e-05;6,35112397450971e-05
"Ondatra zibethicus";0,000109091750533218;0,000121601366532069
"Phaiomys leucurus";5,49587440551342e-05;1,18830593025854e-06
"Phenacomys ungava";5,51982277465516e-05;1,17222871061182e-06
"Phenacomys intermedius";5,4632958896857e-05;1,92963426378465e-07
"Proedromys bedfordi";5,94477956326076e-05;3,31464615865182e-05
"Prometheomys schaposchnikowi";5,65424029487229e-05;3,67552867796033e-06
"Synaptomys cooperi";5,84309331331983e-05;3,100132340923e-05
"Synaptomys borealis";5,50651851694426e-05;2,09524177734735e-06
"Volemys musseri";5,49678852043154e-05;4,30633405339716e-07
"Volemys millicens";5,58605712923121e-05;8,37548880534432e-06
"Lophiomys imhausi";8,3602344694713e-05;5,0017908224964e-05
"Baiomys musculus";5,4002289059369e-05;6,12069667682621e-08
"Baiomys taylori";5,44766816501127e-05;4,0503583984949e-07
"Habromys simulatus";5,39542405359696e-05;1,76023259374358e-12
"Habromys chinanteco";5,39542405359696e-05;3,52046518748716e-12
"Habromys lepturus";5,65678407630556e-05;2,47417609405669e-06
"Habromys lophurus";5,39542405359696e-05;7,04093037497432e-12
"Habromys ixtlani";5,64070440092898e-05;1,51218648264343e-05
"Habromys delicatulus";5,64070440092898e-05;1,51218648264343e-05
"Reithrodontomys zacatecae";5,4497474504001e-05;7,33718705687416e-06
"Reithrodontomys megalotis";5,53551566133771e-05;2,75977686038882e-05
"Reithrodontomys hirsutus";5,40346545881449e-05;3,26182225711757e-11
"Reithrodontomys fulvescens";5,50646490248499e-05;8,15559055535965e-06
"Reithrodontomys chrysopsis";5,51152462562642e-05;4,1660088426898e-07
"Reithrodontomys burti";5,40346545881449e-05;6,52364451423514e-11
"Reithrodontomys humulis";5,47624558402356e-05;4,04189968223441e-06
"Reithrodontomys montanus";5,68776329212083e-05;2,85028314424931e-05
"Reithrodontomys sumichrasti";5,51152462562642e-05;8,33201768537961e-07
"Reithrodontomys raviventris";5,50290608515978e-05;1,38259638913455e-05
"Reithrodontomys creper";5,69088861918747e-05;2,46965022268308e-05
"Reithrodontomys rodriguezi";5,79169815578805e-05;2,73361649828075e-05
"Reithrodontomys tenuirostris";5,40346545881449e-05;1,30472890284703e-10
"Reithrodontomys paradoxus";5,70254317881982e-05;1,46912021568718e-05
"Reithrodontomys mexicanus";5,56467132183793e-05;3,93760105124738e-07
"Reithrodontomys brevirostris";5,72099918034686e-05;2,5696417648263e-05
"Reithrodontomys spectabilis";5,53280135043148e-05;2,00296238736779e-06
"Reithrodontomys gracilis";5,78842544443339e-05;4,53480104136212e-05
"Reithrodontomys microdon";5,40346545881449e-05;2,60945780569406e-10
"Reithrodontomys darienensis";5,48629159562668e-05;2,14243505618609e-07
"Hodomys alleni";8,75407292745817e-05;5,07247721606793e-05
"Isthmomys flavidus";6,57697555413165e-05;5,6554773434784e-05
"Isthmomys pirrensis";6,06400878607565e-05;6,3014431258299e-06
"Megadontomys cryophilus";5,63420094818368e-05;5,01394027846076e-06
"Megadontomys thomasi";6,85019897202251e-05;6,63199636786107e-05
"Megadontomys nelsoni";5,63420094818368e-05;5,01394027846076e-06
"Nelsonia goldmani";6,20007868156628e-05;3,33494416204461e-05
"Nelsonia neotomodon";5,8111795129858e-05;2,38679981007318e-06
"Neotoma stephensi";6,27776730853719e-05;3,08989499823755e-05
"Neotoma mexicana";6,52789956153512e-05;3,06320289087242e-05
"Neotoma fuscipes";6,33349654927314e-05;5,39359825377656e-05
"Neotoma albigula";6,41368366338908e-05;1,56379261930673e-05
"Neotoma angustapalata";6,0122340212324e-05;5,64026241574823e-07
"Neotoma anthonyi";6,49529387392666e-05;3,20710197462578e-05
"Neotoma bryanti";6,32389537294096e-05;7,06105750200835e-06
"Neotoma bunkeri";8,69423584146916e-05;9,17688371363689e-05
"Neotoma chrysomelas";6,34783556302438e-05;3,00272915881484e-05
"Neotoma nelsoni";6,0122340212324e-05;5,64026241574823e-07
"Neotoma floridana";7,10673176338267e-05;6,73833672571386e-05
"Neotoma goldmani";6,0122340212324e-05;1,12805248314965e-06
"Neotoma lepida";6,37877981779808e-05;5,04474832287377e-05
"Neotoma leucodon";6,41152654339573e-05;3,02660630174205e-05
"Neotoma macrotis";6,33229488296946e-05;2,71309390669012e-05
"Neotoma magister";8,47254382066908e-05;9,41771700453365e-05
"Neotoma martinensis";7,1302993861629e-05;6,75404847423402e-05
"Neotoma micropus";6,73397108558702e-05;5,54358797277667e-05
"Neotoma palatina";6,0122340212324e-05;2,25610496629929e-06
"Neotoma devia";5,92142138148846e-05;1,28347440666541e-07
"Neotoma cinerea";6,52675317462306e-05;2,17719587463547e-05
"Neotoma phenax";6,25193118095599e-05;1,43319021765518e-05
"Neotomodon alstoni";5,39542405359696e-05;1,40818607499486e-11
"Ochrotomys nuttalli";5,68735453878798e-05;2,74073255610673e-05
"Onychomys arenicola";5,51085706923549e-05;3,41678118155869e-08
"Onychomys leucogaster";5,57546364962738e-05;1,31007550575172e-05
"Onychomys torridus";5,52447981950574e-05;2,50256157175888e-05
"Osgoodomys banderanus";5,45673016518922e-05;1,48966256015876e-08
"Peromyscus stephani";5,78210878763751e-05;1,56950121556739e-05
"Peromyscus gossypinus";5,64944072927842e-05;7,03289845035146e-06
"Peromyscus gratus";5,57821449513659e-05;6,61265328818963e-06
"Peromyscus zarhynchus";5,39542405359696e-05;2,81637214998973e-11
"Peromyscus yucatanicus";5,68279637155241e-05;2,66388487777935e-05
"Peromyscus winkelmanni";5,680539710941e-05;8,71959892142389e-06
"Peromyscus fraterculus";5,50329854576664e-05;7,98484911803476e-08
"Peromyscus stirtoni";5,67274079548699e-05;2,47302948920258e-05
"Peromyscus dickeyi";5,58370508510057e-05;1,29454257805883e-05
"Peromyscus spicilegus";5,40278023860622e-05;9,00464776338676e-09
"Peromyscus slevini";5,59752300976399e-05;1,02217220926763e-05
"Peromyscus truei";5,57821449513659e-05;6,61265328818963e-06
"Peromyscus eva";5,43410261749392e-05;2,72281994743509e-08
"Peromyscus simulus";5,39542405359696e-05;5,63274429997945e-11
"Peromyscus difficilis";5,46259017601845e-05;9,87567929673353e-08
"Peromyscus grandis";5,68553182633998e-05;3,91655133060057e-06
"Peromyscus crinitus";5,66131995095003e-05;2,73475304297712e-05
"Peromyscus caniceps";6,00247269243156e-05;3,60980939294707e-05
"Peromyscus californicus";5,8719775501503e-05;1,68844530467499e-05
"Peromyscus bullatus";5,39542405359696e-05;1,12654885999589e-10
"Peromyscus boylii";5,65606872323183e-05;1,60055279796677e-05
"Peromyscus beatae";5,50329854576664e-05;7,98484911803476e-08
"Peromyscus aztecus";5,39542405359696e-05;2,25309771999178e-10
"Peromyscus attwateri";5,55178564939558e-05;6,7083063133353e-06
"Peromyscus eremicus";5,57458424620947e-05;2,47009252823237e-05
"Peromyscus keeni";5,56477616881862e-05;1,3043665316533e-05
"Peromyscus mekisturus";5,50195479374591e-05;1,59015070933029e-07
"Peromyscus megalops";6,03622310136653e-05;1,93807346056287e-05
"Peromyscus mayensis";5,67000979051957e-05;3,87516542615374e-06
"Peromyscus maniculatus";5,55694559955167e-05;8,38096710938939e-06
"Peromyscus sejugis";5,56339284489032e-05;7,4046827958101e-06
"Peromyscus melanocarpus";5,65783115324322e-05;4,57040593352271e-06
"Peromyscus furvus";5,50329854576664e-05;1,59696982360695e-07
"Peromyscus madrensis";5,78210878763751e-05;1,56950121556739e-05
"Peromyscus interparietalis";5,46259017601845e-05;1,97513585934671e-07
"Peromyscus hylocetes";5,50329854576664e-05;3,1939396472139e-07
"Peromyscus hooperi";5,40278023860622e-05;1,80092955267735e-08
"Peromyscus gymnotis";5,39542405359696e-05;4,50619543998356e-10
"Peromyscus guatemalensis";5,39542405359696e-05;9,01239087996712e-10
"Peromyscus guardia";5,78217134893193e-05;1,56956377686181e-05
"Peromyscus levipes";5,46736831374738e-05;2,87318177278415e-06
"Peromyscus pseudocrinitus";5,57740066922467e-05;1,02206068710845e-05
"Peromyscus leucopus";5,62256815167126e-05;2,90944226817623e-05
"Peromyscus sagax";5,50329854576664e-05;6,38787929442781e-07
"Peromyscus melanophrys";5,39542405359696e-05;1,80247817599342e-09
"Peromyscus polius";5,39542405359696e-05;3,60495635198685e-09
"Peromyscus polionotus";5,62864596532183e-05;1,31116867138913e-05
"Peromyscus perfulvus";5,39542405359696e-05;7,2099127039737e-09
"Peromyscus pembertoni";5,50329854576664e-05;1,27757585888556e-06
"Peromyscus pectoralis";5,51364840903187e-05;5,91389724383469e-08
"Peromyscus ochraventer";5,39542405359696e-05;1,44198254079474e-08
"Peromyscus nasutus";5,46259017601845e-05;3,95027171869341e-07
"Peromyscus mexicanus";5,5649102676551e-05;4,49818881311442e-06
"Peromyscus merriami";5,39542405359696e-05;2,88396508158948e-08
"Peromyscus melanurus";5,39542405359696e-05;5,76793016317896e-08
"Peromyscus melanotis";5,81961246683676e-05;2,7968547181284e-05
"Podomys floridanus";5,55750377215102e-05;4,6595489014353e-06
"Scotinomys xerampelinus";5,43315864684752e-05;2,19871025494481e-07
"Scotinomys teguina";5,43822068210258e-05;9,5704501170716e-07
"Xenomys nelsoni";5,95248238844145e-05;3,49651741815358e-06
"Juscelinomys guaporensis";6,02991779027118e-05;1,71688514392494e-06
"Juscelinomys candango";6,02991779027118e-05;1,71688514392494e-06
"Juscelinomys huanchacae";6,02991779027118e-05;3,43377028784988e-06
"Kunsia tomentosus";6,05731488302662e-05;1,63116236931011e-05
"Kunsia fronto";6,17269590587538e-05;2,70686947965511e-05
"Lenoxus apicalis";5,59777493530825e-05;4,30937697143252e-06
"Loxodontomys micropus";5,73680398818037e-05;1,50231484960493e-05
"Loxodontomys pikumche";5,73680398818037e-05;1,50231484960493e-05
"Lundomys molitor";6,86255412589635e-05;5,59413211440074e-05
"Megalomys desmarestii";5,46892792131078e-05;2,46895403041413e-07
"Megalomys luciae";5,46892792131078e-05;4,93790806082825e-07
"Megaoryzomys curioi";5,46892792131078e-05;9,8758161216565e-07
"Melanomys zunigae";5,58073421151274e-05;2,15468848571626e-06
"Melanomys caliginosus";5,55182732474968e-05;6,31956553351817e-06
"Melanomys robustulus";5,58073421151274e-05;4,30937697143252e-06
"Microakodontomys transitorius";5,46892792131078e-05;1,9751632243313e-06
"Abrawayaomys ruschii";5,71479454371921e-05;1,58855581348547e-05
"Abrothrix andinus";5,55592895355759e-05;1,26445318787056e-05
"Abrothrix olivaceus";5,64060238820735e-05;1,35747387693806e-05
